"Periode","Aceh","Sumatra Utara","Sumatra Barat","Riau","Jambi","Sumatra Selatan","Bengkulu","Lampung","Kepulauan Bangka Belitung","Kepulauan Riau","DKI Jakarta","Jawa Barat","Jawa Tengah","DI Yogyakarta","Jawa Timur","Banten","Bali","NTB","NTT","Kalimantan Barat","Kalimantan Tengah","Kalimantan Selatan","Kalimantan Timur","Kalimantan Utara","Sulawesi Utara","Sulawesi Tengah","Sulawesi Selatan","Sulawesi Tenggara","Gorontalo","Sulawesi Barat","Maluku","Maluku Utara","Papua Barat","Papua","Papua Barat Daya","Papua Pegunungan","Papua Tengah","Papua Selatan"
"03/02/2024","17490","16990","16890","16360","15360","16220","15930","15850","15330","15950","15190","16980","16450","15270","16010","15420","16810","18890","19430","18240","16930","16370","19760","18400","16490","17650","16490","19180","18440","18860","20660","21410","22700","20840","20490","23690","27640","25000"
"04/02/2024","17510","17080","16890","16350","15360","16220","16010","15910","15330","16280","15320","17080","16250","15410","16080","15570","16960","18910","19150","18080","16930","16750","19820","18370","16550","17630","16550","19020","18260","18100","20660","21200","24060","20120","20490","35000","29310","25000"
"05/02/2024","17860","17060","16780","16220","15280","16260","16090","16060","15420","16230","15160","17060","16360","15410","15940","15330","17130","18680","19330","18340","16930","16610","20000","18370","16620","17610","16470","18780","18560","18470","20750","21280","21490","20840","21670","31290","28610","25000"
"06/02/2024","17580","16970","16600","16470","15360","16310","16240","15940","15420","16590","14990","17060","16300","15290","16110","15530","16950","18770","19260","18280","16930","16830","19670","18420","16540","17700","16440","19090","19090","18270","20250","21280","23850","20840","21670","35000","27640","25000"
"07/02/2024","17230","16890","17110","16340","15430","16310","16160","15970","15420","16260","15160","17020","16370","15410","16080","15290","16720","18920","19390","18600","16930","16670","19930","18140","16640","17430","16510","18730","19300","18470","20250","21410","22700","20840","21670","35330","31050","25000"
"08/02/2024","17290","17060","16870","16390","15430","16350","16240","15980","15550","16230","15080","17000","16470","15420","16060","15270","17390","19070","19390","18370","16820","16830","19700","18280","16730","17680","16460","18940","19610","18510","20250","21080","22160","20300","21670","35000","27270","25000"
"09/02/2024","18090","17670","17050","15690","15310","16140","16190","15970","15550","16450","15120","16090","16620","15480","16050","15700","16520","18010","18830","17950","16930","16500","19170","18150","16720","18090","16780","18850","19170","19340","20360","20980","21970","20300","23840","35670","29430","25000"
"10/02/2024","17180","17490","17510","16140","14380","16450","16290","15910","15370","17100","15180","17070","16580","15420","16520","15010","17330","18840","19370","18290","17390","16790","19510","18590","16680","17820","16280","19140","19150","18100","20040","21550","21660","20260","20490","32400","39170","25000"
"11/02/2024","17220","17010","16920","16590","15430","16460","16240","16100","15550","16500","15190","17100","16450","15350","16030","15730","17140","19180","19470","18310","16930","16860","21090","18240","16660","17380","16400","18780","19330","18740","20280","20770","23150","20840","19490","35000","25040","25000"
"12/02/2024","17440","17250","17010","16570","15430","16460","16280","16170","15550","16500","15160","17160","16290","15210","16110","15760","17230","19040","19340","18320","16930","16520","20090","18370","16510","17630","16510","18850","18970","18360","20190","21280","22160","20670","21670","35000","28610","25000"
"13/02/2024","17770","17170","17130","16570","15430","16480","16320","16030","15580","16280","15250","17110","16510","15680","16080","15710","17230","18990","19390","18450","16930","16570","20060","18240","16520","17830","16470","19320","19400","18510","20190","21410","28610","20770","21670","35000","29430","#VALUE!"
"14/02/2024","17700","18180","16980","16730","15430","16490","16320","16080","15630","16430","15160","16920","16280","15350","16260","15880","17680","18390","19220","18460","16930","16960","19930","18160","16650","17820","16500","19330","19650","18480","20510","21410","20940","21010","20490","35000","27560","25000"
"15/02/2024","17560","17040","17280","16510","15480","16490","16310","16230","15670","16230","15160","17080","16410","15350","16110","15630","16710","18760","19110","18450","16930","17090","19760","18240","16640","17830","16540","18820","19500","18510","20510","21410","20260","20390","21670","35000","29430","25000"
"16/02/2024","17390","17290","17030","16710","15480","16490","16280","16150","15800","16490","15160","17070","16370","15830","16110","15590","17190","18990","19350","18450","16930","17180","19970","18140","16640","17910","16430","19070","19620","18510","19880","20980","21970","19970","21670","33250","29430","25000"
"17/02/2024","17600","17430","17040","16610","15410","16490","16320","16150","15540","16330","15160","17070","16540","15760","16100","15620","17190","19010","19310","18370","16930","17050","20160","18240","16610","17930","16440","19070","19620","18510","20190","21410","21970","20590","21900","35000","29430","25000"
"18/02/2024","17430","17510","17110","16720","15540","16490","16350","16180","15720","16590","15160","16980","16620","15760","16220","15620","17470","19010","19270","18370","16930","17020","19770","18240","16680","17670","16420","19060","19720","18510","20190","21280","22160","20690","21900","35000","25490","25000"
"19/02/2024","17500","17360","17220","16780","15410","16520","16280","16170","15590","16360","15160","17150","16490","15760","16140","15440","17190","19080","19310","18280","16930","17050","19800","18140","16800","17940","16420","19240","19740","18510","20020","21600","20260","20540","22360","35000","27270","25000"
"20/02/2024","17740","17330","17100","16640","15410","16540","16280","16150","15720","16540","15160","16930","16470","15760","16120","15560","17430","19150","19320","18440","16930","16990","20270","18360","16690","18000","16420","19300","19980","18510","20020","21140","21350","19890","20660","35000","27640","#VALUE!"
"21/02/2024","17700","17350","17100","16860","15410","16500","16210","16300","15690","16480","15320","17070","16520","15350","16110","15590","17200","19160","19240","18440","16930","17100","19920","18360","17120","18190","16330","19600","19600","18480","20170","21280","22540","20830","21900","35000","27640","25000"
"22/02/2024","17790","17480","17180","16860","15410","16560","16210","16290","15720","16570","15160","17090","16460","15350","16220","15700","16830","18940","19350","18530","16930","16890","20220","18360","16620","18080","16460","19100","19380","18470","20170","21280","21210","20660","21670","35000","29430","25000"
"23/02/2024","17590","17540","17230","16840","15520","16560","16210","16380","15720","16630","15160","17170","16440","15350","16150","15630","17040","19160","19280","18440","16730","17120","20960","18230","16710","18160","16450","19020","19860","18300","19290","20990","21350","20030","21670","35000","27640","25000"
"24/02/2024","17640","17270","17210","16850","15520","16580","16250","16280","15720","16710","15320","17090","16480","15350","16110","15700","17370","19000","19390","18360","16860","17200","20060","18320","16720","17990","16300","18980","19890","18300","19830","21280","22600","20090","22360","35000","31050","25000"
"25/02/2024","17690","17390","17200","16570","15520","16540","16270","16290","15900","16710","15160","16870","16390","15350","16200","15520","17220","19160","19390","18440","17040","17010","20330","18120","16800","18200","16540","19060","20210","18660","19860","21550","22040","20260","21900","35000","27640","25000"
"26/02/2024","17810","17430","17290","16690","15410","16560","16010","16320","15500","16840","15320","17110","16440","15430","16220","15600","17670","19160","19400","18440","17040","17130","20330","18230","16980","18170","16380","19390","20130","18300","20100","21410","23070","20140","21900","32400","29430","25000"
"27/02/2024","17990","17150","17280","16710","15520","16580","16250","16210","15680","16540","15320","17130","16440","15570","16280","15670","17440","19090","19410","18420","17040","17150","20260","18150","16920","18220","16620","18960","19810","18370","19570","21280","23070","20180","20660","35000","24510","25000"
"28/02/2024","18100","17440","17230","16740","15520","16610","16300","16180","15500","16640","15320","17010","16460","15500","16170","15720","17590","19160","19530","18630","17040","17000","20100","18230","16950","18380","16560","19220","20030","18300","19860","21780","22930","20180","21900","35000","27900","25000"
"29/02/2024","18220","17290","17410","16780","15580","16610","16480","16330","15500","16990","15160","17020","16340","15580","16260","15600","17360","18870","19400","18370","17040","16940","20290","18230","16860","18220","16600","19190","19800","18300","19860","21410","21660","20180","21670","35000","27700","25000"
"01/03/2024","18090","17270","17300","16960","15580","16580","16480","16460","15680","16480","15190","17060","16730","15570","16170","15740","17440","19160","19260","18530","17110","17390","19780","18120","17000","18210","16790","19200","19890","18300","19950","21410","24240","20140","21900","35000","27700","25000"
"02/03/2024","18090","17370","17150","16940","15580","16650","16610","16450","15630","16640","15330","17060","16460","15580","16270","15980","17040","19160","19300","18420","17150","17340","20460","18120","16940","18120","16840","19890","19920","17450","19970","21410","23340","19530","22360","35000","29490","25000"
"03/03/2024","18150","17230","17350","16740","15580","16680","16560","16440","15680","16710","15330","16920","16420","15600","16180","15790","17360","19160","19300","18450","17150","16870","20290","18260","17060","18320","16840","19670","20010","17520","19860","21200","23480","19610","21410","35000","27700","25000"
"04/03/2024","18020","17240","17330","16810","15580","16650","16520","16450","15550","16570","15480","17140","16230","15600","16190","15530","17360","19160","19360","18470","17150","17270","19670","18360","16940","18360","17020","19980","19790","18540","19720","21280","23020","20490","21130","33250","27700","25000"
"05/03/2024","18130","17230","17360","16840","15580","16620","16240","16450","15550","16300","15480","17080","16620","15740","16280","15740","17440","19080","19390","18730","16950","17080","20390","18360","17150","18400","16840","19150","19980","18270","20120","20980","23020","20490","20690","35000","27700","25000"
"06/03/2024","18010","17300","17420","16790","15580","16700","16560","16340","15590","16880","15480","17000","16530","15570","16330","15890","17470","19080","19510","18410","17150","17180","21080","18360","17320","18450","16910","19200","20130","18330","19720","21670","22790","20490","20580","35000","27700","25000"
"07/03/2024","17880","17340","17410","16790","15580","16620","16480","16530","15630","16640","15480","17140","16520","15580","16350","15660","17200","19050","19510","18610","17150","17280","19630","18360","17390","18610","16970","19450","20130","18120","20060","21670","22950","20490","21140","36590","27850","25000"
"08/03/2024","18060","17540","17500","16790","15580","16680","16610","16450","15630","16720","15480","17090","16590","15640","16270","15770","17340","19160","19380","18650","17150","17180","20630","18360","17160","18360","16890","19700","20120","18100","20020","20980","22790","20660","20660","35000","25260","25000"
"09/03/2024","18140","17480","17280","16900","15580","16780","16610","16420","16000","16570","15330","17070","16500","15640","16330","15980","17340","19180","19450","18550","17150","17090","20450","18120","17240","18520","16970","19370","20080","18300","19920","21410","22950","20500","20880","35000","27850","25000"
"10/03/2024","18170","17470","17420","16970","15580","16750","16600","16420","15450","17500","15480","17090","16510","15780","16520","15750","16960","19160","19300","18590","17150","17270","20040","18230","17310","18520","16890","19480","19860","18040","19920","20980","24060","20500","19960","35000","28850","#VALUE!"
"11/03/2024","18370","17490","17450","16830","15580","16710","16600","16500","15500","16960","15570","17120","16610","15780","16350","15760","#VALUE!","19230","19500","18620","17150","17350","20230","18230","17230","18460","16860","19280","19860","18800","19830","21410","24060","20710","21180","33250","27850","25000"
"12/03/2024","18190","17350","17440","16900","15580","16710","16600","16530","15500","16650","15330","17120","16510","15780","16410","15780","17300","19230","19500","18560","17150","17320","19880","18230","17290","18480","16890","19320","19730","18490","19590","21890","24060","20500","21380","35330","27850","25000"
"13/03/2024","18220","17260","17350","16920","15580","16710","16600","16510","15540","16660","15410","17160","16660","15710","16300","15900","17110","19230","19290","18560","17180","17240","20410","18230","17360","18460","16830","19710","19860","18490","20020","21080","22950","20500","20610","33270","28850","#VALUE!"
"14/03/2024","18280","17460","17490","16820","15660","16750","16600","16560","15630","16550","15570","17120","16640","15710","16350","15660","17420","19080","19590","18620","17180","17170","20440","18230","17350","18380","16780","19560","19990","18490","20020","21280","22950","20430","20590","37420","25260","25000"
"15/03/2024","18220","17580","17350","16930","15730","16750","16600","16560","15670","16550","15330","17110","16580","15840","16360","15820","17350","19170","19360","18530","17210","17280","20330","18230","17350","18360","16840","19680","20080","18490","20020","21280","22790","20430","20910","#VALUE!","27850","25000"
"16/03/2024","18120","17460","17560","16860","15730","16800","16600","16580","15750","16550","15650","17070","16650","15740","16390","15720","17510","19030","19610","18540","17210","17250","20600","18230","17200","18280","16840","20110","19950","18490","19950","21280","24500","20490","20880","36590","29430","25000"
"17/03/2024","18190","17470","17390","16840","15680","16840","16600","16560","15580","16830","15650","17150","16670","15780","16380","15790","17270","19140","19310","18670","17210","17170","20810","18120","17430","18180","16790","19640","19860","18490","20030","21480","22790","20540","21100","35000","25710","25000"
"18/03/2024","18320","17510","17360","16740","15680","16870","16600","16630","15580","16550","15650","17190","16660","15780","16350","15820","17440","19130","19290","18610","17210","17220","21020","17840","17230","18780","16880","19710","19740","18270","18920","20610","22710","20330","21870","33130","27110","25000"
"19/03/2024","18350","17540","17410","16730","15970","16800","16600","16580","15630","16550","16290","17140","16670","15780","16390","15710","17360","19270","19240","18640","17210","17290","20890","18230","17540","18240","16880","19830","19690","18560","19720","21900","22950","20340","21250","36590","27850","25000"
"20/03/2024","18460","17600","17500","16820","15680","16800","16600","16590","15640","16550","15890","17160","16810","15780","16360","15820","17440","19100","19410","18690","17270","17180","20250","18230","17400","18340","16770","19460","19530","18640","20220","20820","22280","20390","21560","36440","27850","25000"
"21/03/2024","18480","17450","17440","16860","15680","16800","16690","16410","15630","16550","15890","17170","16800","15780","16530","15820","17750","19420","19450","18690","17270","17190","20640","18230","17390","18390","16840","19620","19710","18490","19770","21140","22450","20390","21250","34760","27850","27390"
"22/03/2024","18480","17510","17280","16590","15680","16850","16680","16490","15630","16420","15760","17080","16720","15920","16430","15890","17590","19040","19110","18690","17210","17040","20330","17980","17260","18190","16810","19880","19880","18490","19970","21140","22280","20390","21250","36590","25710","27390"
"23/03/2024","18510","17590","17510","16920","16280","16850","16680","16560","15670","17140","15960","16950","16650","15920","16450","15290","17510","18970","19190","18790","17280","17230","19440","18230","17380","18270","16850","19590","20150","18420","19970","20980","22600","20390","21110","34820","27480","25000"
"24/03/2024","18510","17550","17380","16940","15680","16850","16730","16610","15630","16610","15890","16980","16890","15920","16500","15790","17510","19150","19530","18690","17220","17290","20640","18230","17440","18200","16800","19600","20040","17960","19640","20980","21640","20390","22360","35000","29430","25000"
"25/03/2024","18650","17750","17380","16950","15730","16850","16680","16550","15500","16570","15960","17110","16720","15920","16460","15480","17430","19150","19610","18790","17220","17470","20810","18090","17590","18340","16800","19710","19860","18310","20000","21060","23140","20490","21250","36590","28850","27390"
"26/03/2024","18540","17420","17430","16990","15730","16890","16680","16610","15550","16570","15890","17140","16810","15820","16490","15700","17680","18860","19380","18620","17220","17500","20240","18090","17280","18270","16800","19600","19600","18380","19900","20980","21640","20390","20900","36590","27850","27390"
"27/03/2024","18590","17640","17460","17130","15960","16850","16640","16560","15550","16570","15800","17110","16750","15790","16480","15710","17690","19110","19460","18690","17160","17530","20080","18090","17300","18380","16760","19700","19970","18310","20000","20980","21640","20490","20900","36590","27500","27390"
"28/03/2024","18590","17820","17380","16950","15860","16840","16680","16560","15460","16620","15890","17080","16780","15990","16570","15740","17500","19180","19770","18830","17160","17200","19410","18090","17360","18420","16820","19520","19730","18380","20100","20900","23140","20670","21270","35000","27850","25000"
"29/03/2024","18590","17360","17470","16810","15860","16890","16680","16570","15630","16890","15740","17180","16770","16190","16610","16070","17710","19300","19990","18830","17090","17980","19940","17670","17620","18310","16730","19480","19730","18030","19910","21280","22600","20630","20580","37420","27850","25000"
"30/03/2024","18440","17520","17430","16960","15860","16860","16680","16510","15410","16480","15740","17120","16790","15920","16550","15710","17560","18990","19550","18730","17090","17380","19670","18090","17440","18290","16850","19720","19880","18310","19960","21080","23140","20670","21130","36590","27850","27390"
"31/03/2024","18660","17600","17450","16760","15860","16890","16680","16560","15590","17100","15650","17100","17070","15920","16560","15840","17640","19110","19370","18730","17090","17450","20160","18230","17430","18290","16840","19710","19780","18440","19920","20530","20450","20670","20230","35000","27850","25000"
"01/04/2024","18440","17610","17530","16880","16020","16890","16680","16510","15630","16780","15650","17230","16870","15990","16750","15780","17680","19130","19750","18830","17160","17600","20270","17700","17350","18260","16850","19710","19580","18440","19810","21280","22280","19850","20860","36590","27850","30000"
"02/04/2024","18340","17530","17350","16890","16020","16910","16680","16610","15550","16650","15820","17270","16870","16130","16670","15760","17680","19000","19650","18780","17110","17630","20200","17840","17440","18290","16810","19620","19520","18750","20000","20900","23140","20430","20510","36590","28850","27390"
"03/04/2024","18460","17510","17500","16950","16020","16910","16680","16620","15630","17090","15740","17170","16990","16060","16610","15820","17750","19120","19850","18780","16930","17620","19380","17730","17300","18370","16850","19360","19640","18700","19720","20980","22790","20390","19710","36590","29430","25000"
"04/04/2024","18360","17730","17450","16630","16020","16960","16780","16480","15410","17220","15740","17110","16930","16190","16600","16020","17660","18980","19510","18880","17120","17620","19540","17730","17410","18370","16870","19360","19210","18250","19230","20900","23140","20430","20860","36590","27850","27390"
"05/04/2024","18380","17570","17570","16730","16020","16910","16680","16710","15600","16980","15680","17110","17050","15850","16620","16260","17790","19240","19920","18780","17190","17530","19770","17850","17250","18420","16880","19420","19330","18750","20130","21280","23470","19850","20860","35000","27850","25000"
"06/04/2024","18660","17660","17380","16910","16020","16960","16680","16450","15550","16750","15650","17080","16960","16060","16620","16260","17590","18620","19930","18920","17190","17640","19490","17990","17300","18400","16830","19510","19000","18440","19780","21140","23260","20430","20670","36590","27850","27390"
"07/04/2024","18560","17660","17430","16820","16020","16940","16520","16480","15550","17670","15820","17170","17100","15920","16620","16120","17670","19020","19620","18860","17130","17700","20090","17660","17280","18360","16750","19610","19370","18520","20140","21560","21640","20430","20670","35000","26400","25000"
"08/04/2024","18490","17680","17690","16600","16020","16980","16680","16590","15600","16860","15820","17260","16960","15920","16720","16180","17810","19240","19720","18810","17180","17360","20000","17920","17430","18310","16860","19320","19280","18450","20230","20900","21640","20430","20890","36590","29430","27390"
"09/04/2024","18350","17620","17510","17020","16020","17050","16680","16560","15550","16860","15650","17200","16990","15850","16830","16090","17890","19440","19570","18670","17250","17900","19710","17990","17410","18440","16930","19340","19190","18800","20010","21480","23180","19850","20890","36590","28850","25000"
"10/04/2024","#VALUE!","17710","17780","16650","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","19440","#VALUE!","15750","#VALUE!","18040","#VALUE!","20800","17000","#VALUE!","19000","#VALUE!","#VALUE!","16000","17950","16980","20000","18890","#VALUE!","#VALUE!","25000","#VALUE!","22170","#VALUE!","#VALUE!","22500","#VALUE!"
"11/04/2024","#VALUE!","17780","16960","17000","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","17350","18000","#VALUE!","16170","#VALUE!","17750","#VALUE!","18970","17000","#VALUE!","#VALUE!","#VALUE!","#VALUE!","16000","18430","16980","20000","19590","#VALUE!","#VALUE!","25000","#VALUE!","19670","#VALUE!","#VALUE!","31820","25000"
"12/04/2024","18820","17800","17420","16850","16020","17030","16750","16630","15520","17220","15650","17220","17090","15850","16650","16410","17810","19190","19830","18940","17250","17740","19990","17660","17130","18440","16800","19420","19940","18510","20990","21080","22790","20430","20860","37420","29430","25000"
"13/04/2024","18370","17730","17420","16750","16020","16960","16890","16470","15550","17140","15680","17090","17010","15990","16740","16150","17830","18920","19690","18760","17180","17700","19350","17850","17250","18280","16900","19570","19600","17810","20590","20820","22790","20430","20260","35000","28850","25000"
"14/04/2024","18430","17570","17530","16770","16020","16960","16730","16470","15450","17670","15740","17040","16960","16120","16740","16510","17900","19100","19730","18910","17250","17570","20150","17850","17380","18440","16910","19590","19600","17690","20470","21370","24500","20430","19410","35000","27500","27390"
"15/04/2024","18290","17700","17410","16840","16070","16980","16750","16560","15550","17120","15740","17110","16920","16180","16730","16030","17830","19090","19500","18860","17110","17490","19610","17850","17340","18440","16920","19620","19640","18750","20990","21240","21640","20660","20960","36590","29430","25000"
