"Periode","Aceh","Sumatra Utara","Sumatra Barat","Riau","Jambi","Sumatra Selatan","Bengkulu","Lampung","Kepulauan Bangka Belitung","Kepulauan Riau","DKI Jakarta","Jawa Barat","Jawa Tengah","DI Yogyakarta","Jawa Timur","Banten","Bali","NTB","NTT","Kalimantan Barat","Kalimantan Tengah","Kalimantan Selatan","Kalimantan Timur","Kalimantan Utara","Sulawesi Utara","Sulawesi Tengah","Sulawesi Selatan","Sulawesi Tenggara","Gorontalo","Sulawesi Barat","Maluku","Maluku Utara","Papua Barat","Papua","Papua Barat Daya","Papua Pegunungan","Papua Tengah","Papua Selatan"
"09/04/2023","18590","17580","17410","16290","16130","16930","17120","16360","17070","16940","15580","17830","16880","17120","17010","15110","17910","19990","19500","18320","18340","17710","21200","18050","18830","18620","18060","20060","17950","17770","20940","22250","22110","21520","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"10/04/2023","18530","17580","17520","16190","16130","16930","17010","16410","17150","16870","15580","18040","17100","17120","16770","15480","18030","19990","19210","18470","18340","17610","21200","18050","18950","18620","17980","20040","17860","17770","21370","21730","23450","22340","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"11/04/2023","18430","17540","17290","16190","16020","16930","17010","16550","17160","16270","15580","18090","16790","17120","16870","15550","17910","19900","19410","18580","18340","17530","21090","18050","19440","18620","17780","20050","17750","17610","21240","22210","22370","22340","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"12/04/2023","18550","17590","17580","16190","16130","16960","16910","16480","17140","16690","15580","17920","16870","17120","16930","15230","17800","19990","19430","18670","18160","17610","21460","18050","19080","18380","17980","20190","17750","17610","21240","22470","22480","22580","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"13/04/2023","18610","17800","17340","16190","16130","16930","16910","16520","17220","16870","15580","18040","16790","17120","16970","15350","17910","19990","19230","18650","18410","17460","21110","18190","19320","18620","17980","20070","17540","17610","21240","21080","23200","21730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"14/04/2023","18610","17490","17420","16420","16180","16790","16910","16480","17250","16870","15580","18170","16740","16660","16860","15480","17880","19990","19230","18720","18410","17450","21300","18050","19210","18480","17970","20010","17540","17610","20940","22420","23350","23140","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"15/04/2023","18570","17530","17630","16190","16180","16930","16910","16480","17210","17630","15580","17980","16830","15730","16800","15420","17800","19990","20060","18760","18470","17300","21300","18050","19330","18480","17980","20120","17540","17610","21070","22370","23990","22730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"16/04/2023","18540","17540","17530","16190","16180","16990","17070","16520","17000","17410","15580","17970","16960","16570","16910","15350","17900","19990","19390","18560","18470","17500","20820","18050","19250","18290","17820","20390","17700","17610","21050","22370","23380","23160","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"17/04/2023","18570","17580","17560","16190","16180","17050","16910","16510","17140","16870","15580","18000","16620","16570","16860","15350","17880","19990","19170","18640","18470","17330","20820","18190","19080","18480","17940","20120","17700","17610","21270","23260","23400","22730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"18/04/2023","18570","17400","17470","16190","16180","17140","17010","16620","17220","16870","15580","18240","16980","16570","16980","15420","17880","19990","19540","18700","18470","17330","21350","18030","19150","18480","18100","20170","17540","17610","21150","21730","23960","22730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"19/04/2023","18570","17560","17540","16300","16180","17050","16910","16660","17220","16960","15580","18440","16980","16570","16970","15480","17770","19990","19590","18720","18470","17540","21650","17940","19080","18480","17770","20080","17620","17700","21490","22470","23560","22730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"20/04/2023","18470","17600","17650","16210","16180","16910","16800","16620","17220","16300","15580","18470","16860","17020","16880","15740","17770","19990","19420","18720","18470","17330","21390","17940","19080","18360","17960","20180","17720","17700","21070","21810","22860","22730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"21/04/2023","18430","17410","17590","16140","16180","17050","17010","16620","17120","16770","15580","18370","16800","17120","16930","15740","17770","19990","19120","18790","18470","17450","21240","18980","19220","18480","17940","20120","17700","17530","21740","22230","23240","22730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"22/04/2023","19550","17300","17600","16270","16290","16490","#VALUE!","17000","#VALUE!","16500","15580","18230","16790","17410","17640","15840","17770","#VALUE!","19630","19670","14970","16740","#VALUE!","18980","18720","14000","17290","20840","17770","15000","22380","23340","21740","20690","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"23/04/2023","18710","17610","17590","16330","16340","16800","18490","16490","17000","16400","15580","18180","16810","17120","17340","15610","17770","19990","19520","18870","18120","17620","21470","18490","19140","18320","18140","20640","18020","15970","20610","20850","22550","23400","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"24/04/2023","19130","17640","17560","15970","16130","16990","17020","16680","17000","16300","15580","18370","16920","16370","16950","15840","17770","19330","20080","19160","18470","17350","20610","18470","18970","18360","17720","20410","17790","17530","20870","22800","24600","23170","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"25/04/2023","18310","17520","17710","16210","16060","16990","17120","16620","17200","16470","15580","18190","16860","17120","16890","15740","17770","19990","19230","18930","18470","17020","21200","18470","18970","18360","17850","19820","18020","17530","21140","22470","22000","22730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"26/04/2023","18480","17670","17560","16140","16180","17050","16800","16620","17220","16160","15580","18260","17040","16670","16570","15610","17770","20230","19570","18790","18470","17440","21510","17940","19150","18360","17760","19950","18090","17040","21430","21410","23240","22730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"27/04/2023","18350","17540","17560","16250","16180","17060","16920","16580","17220","16870","15580","18100","16980","16670","16680","15540","17650","19990","19530","18710","18410","17210","21110","17940","19210","18480","17910","20060","18030","17610","21320","22210","23000","22770","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"28/04/2023","18560","17680","17630","16250","16150","17050","16920","16540","16670","16870","15580","17980","16960","17120","16760","15740","17650","19680","19710","18680","18470","17150","21180","17940","19190","18580","17930","20060","18030","17610","21380","22470","23000","22840","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"29/04/2023","18380","17550","17690","16250","16130","17050","16920","16510","17160","17020","16560","17970","16860","17120","16910","15740","17650","19990","20100","18790","18470","17330","21180","17940","19070","18330","17760","20180","18030","17780","21180","22530","23000","22770","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"30/04/2023","18580","17560","17670","16250","16130","17050","16500","16440","17140","17410","15580","18080","16880","17120","16730","15610","17650","19990","19430","18770","18470","16310","20610","17940","19140","18270","17820","20080","18030","17610","21250","22210","23590","22980","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"01/05/2023","18640","17450","17580","16250","16130","16990","16920","16390","17140","17410","15580","18020","16900","17120","16670","15480","17650","19990","20010","18790","18380","17320","20840","17940","19070","18470","17880","20080","18030","17610","21320","22210","22860","23300","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"02/05/2023","18760","17440","17510","16370","16080","16990","16920","16470","17220","16800","15580","17820","16790","17120","16800","15610","17650","19990","19460","18630","18310","17310","20840","17940","19010","18480","17830","20130","18030","17610","21470","22470","23980","23490","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"03/05/2023","18680","17410","17650","16500","16020","16990","16680","16270","17220","15850","15580","18040","16930","17120","16710","15740","17730","19760","20080","18700","18380","17340","20840","17940","18790","18580","17800","20020","18030","17610","21030","21730","23100","23490","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"04/05/2023","18540","17570","17560","16150","16020","16990","16720","16640","17260","17120","15580","18000","16890","17120","16690","15610","17490","19880","19910","18860","18380","17500","20710","18190","19020","18530","17680","20270","18030","17610","21090","22470","23140","23490","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"05/05/2023","18690","17460","17590","16500","16020","16990","16720","16270","17220","17500","15580","17970","16980","17120","16690","15610","17650","19880","19770","18830","17950","17340","20870","17940","19020","18530","17810","19830","18030","17610","21220","22910","23510","22640","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"06/05/2023","18840","17500","17590","16500","16020","17050","16720","16200","17220","18200","15380","18100","16800","16670","16790","15610","17650","19500","19970","18900","18380","17150","20750","17940","19140","18460","17800","20070","17910","17610","21270","21250","23730","23490","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"07/05/2023","18450","17350","17690","16450","16020","17050","16720","16310","17220","17770","15580","17850","16860","16670","16800","15420","17420","19880","20130","18850","18320","17600","19920","17940","19140","18200","17860","20000","17910","17610","21010","22400","23380","23490","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"08/05/2023","18690","17770","17360","16340","16020","16990","16720","16280","17220","17500","15580","18010","16860","15940","16580","15610","17650","19880","19660","18670","18310","17390","20570","17940","19040","18460","17820","20030","17910","17610","21580","22210","23830","23050","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"09/05/2023","18690","17420","17590","16340","16020","16930","16720","16310","17220","17500","15580","17980","16940","17120","16580","15610","17650","19560","19830","18790","18370","17280","20390","17940","19000","18550","17700","20180","17910","17610","21540","22530","23730","21710","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"10/05/2023","18360","17590","17360","16340","16020","17050","16520","16010","17220","17500","15580","17980","17040","17120","16770","15610","17650","19560","19560","18710","18310","17370","21160","17940","19140","18550","18020","20090","17910","17610","21090","22530","22190","23160","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"11/05/2023","18660","17590","17570","16340","16020","17050","16520","16260","17140","17490","15580","17980","16950","16760","16560","15610","17270","19560","19410","18710","18150","16870","20840","17940","18720","18550","17870","19980","18070","17610","21540","22690","22580","23410","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"12/05/2023","18800","17530","17690","16280","16020","17050","16470","16310","17220","17490","15580","17980","16980","16760","16540","15610","17650","19560","19340","18650","18310","17070","21160","18190","19170","18510","17830","20110","18160","17770","21180","22530","21680","23880","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"13/05/2023","18490","17640","17560","16340","15920","17050","16570","16260","17140","16320","15580","17980","16930","16360","16570","15610","17650","19560","19300","18770","18470","17300","21160","17460","19110","18430","17740","20000","18070","17770","21140","22530","23200","23410","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"14/05/2023","18660","17740","17620","16340","16020","17060","16580","16160","17220","16010","15580","18000","16880","16320","16520","15610","17650","19560","19050","18640","18470","16910","20870","18190","19110","18550","17760","20000","17970","17770","21460","22530","22100","23200","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"15/05/2023","18750","17370","17380","16100","16020","17050","16580","16270","17220","16710","15580","18090","17030","15520","16510","15370","17860","19560","19170","18680","18470","17460","20840","18160","19110","18480","17630","20110","17680","17770","21280","22120","22490","23570","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"16/05/2023","18660","17690","17470","16190","16020","17050","16580","16320","17220","16640","15580","17820","16940","15460","16510","15610","17860","20360","19500","18690","18470","17100","21110","18270","19110","18330","17760","20050","18030","17770","21540","22470","23320","23320","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"17/05/2023","18470","17630","17560","16300","16020","17050","16520","16610","17220","16270","15580","17700","16920","15560","16640","15610","17860","19880","19370","18620","18470","17110","21090","18160","19110","18500","17750","20180","17780","17400","21580","22230","23410","22650","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"18/05/2023","18660","17630","17530","16190","16020","17050","16470","16270","17100","17610","15580","17570","16890","15610","16520","15480","17860","20230","19690","18600","18470","16700","21390","18270","18880","17780","17680","20090","18080","17770","20540","22470","23410","23320","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"19/05/2023","18490","17670","17640","15960","16020","17050","16520","16200","17220","16680","15380","17580","16720","15410","16680","15610","17860","19880","19240","18600","18580","17100","21390","18270","19110","17700","17600","20350","17960","17770","21340","22210","23870","23320","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"20/05/2023","18660","17760","17720","16300","16140","17050","16470","16090","17200","17060","15580","17850","16520","14920","16790","15610","17860","19880","19220","18730","18580","17110","21280","18270","19110","18000","17640","20260","17620","17770","20700","21160","23780","23320","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"21/05/2023","18390","17620","17490","16240","16140","16990","16160","16200","17220","16070","15580","17700","16780","15190","16520","15610","17860","20060","19470","18640","18580","17250","21170","18270","19110","18080","17680","20150","17730","17770","21280","22140","23780","23320","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"22/05/2023","18660","17660","17500","16190","16140","17050","16350","16240","17220","16750","15580","17770","16680","15190","16510","15480","17860","19790","19480","18600","18580","17110","21250","18270","19140","18230","17680","20240","17830","19180","21880","22470","23280","23320","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"23/05/2023","18650","17640","17260","16340","16260","16990","16360","16240","17080","16750","15580","17890","16780","15500","16470","15610","17860","19790","19590","18600","18500","16720","21170","18160","19110","18290","17680","20150","17830","17770","21340","22440","23950","23370","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"24/05/2023","18660","17700","17440","16340","16260","16990","15900","16180","17080","17120","16000","17670","16830","14830","16620","15610","17860","19790","19370","18730","18370","17250","20500","18160","19140","18230","17640","20200","17780","17770","21590","22230","23420","23210","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"25/05/2023","18440","17780","17470","16470","16260","16990","16260","16170","17080","16750","15580","18150","16910","15000","16580","15610","17650","19790","19510","18530","18430","16830","21250","18160","19260","18300","17720","19960","17900","17770","21360","22680","23900","23130","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"26/05/2023","18610","17660","17420","16120","16260","17000","16260","16140","17080","16750","15580","18010","16830","14990","16590","15610","17860","19790","19560","18730","18430","17360","21320","18160","19010","18580","17720","20180","17900","17770","22430","22710","23420","23500","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"27/05/2023","18470","17670","17790","16470","16260","17050","16260","16220","16750","17410","15580","17660","16810","15010","16600","15480","17860","19790","19500","18620","18370","17010","21390","18160","18940","18510","17720","19920","17970","17690","22340","23000","23420","23280","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"28/05/2023","18600","17480","17500","16470","16260","16930","16260","16100","17080","16750","15580","17910","16820","14810","16510","15480","17860","19790","19380","18710","18370","17150","21170","18160","18810","18510","17680","20120","17970","17690","21400","22710","23420","22810","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"29/05/2023","18360","17310","17660","16280","16040","16930","16260","16170","17080","16750","15580","17730","16780","14780","16560","15360","17860","19790","19400","18600","18370","17130","21210","18160","18950","18610","17570","19990","18090","17530","22260","22590","22710","22810","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"30/05/2023","18340","17340","17220","16340","16260","16870","16260","16170","17080","16550","15580","17690","16780","14780","16560","15360","17860","19790","19270","18600","18120","16720","20910","17730","18920","18610","17680","19800","18200","17530","22420","22950","23870","22810","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"31/05/2023","18300","17550","17360","16340","16020","16930","16260","16170","16980","16830","15580","17940","16830","14680","16590","15360","17860","19790","19090","18600","18190","17010","21390","18160","19030","18610","17640","19850","18200","17900","21930","23160","23950","22810","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"01/06/2023","18280","17610","17470","16470","16260","16870","16260","15910","16980","17900","15380","17820","16700","14820","16510","15480","17860","19790","19270","18920","18190","17150","21390","18160","18720","18690","17640","19970","18150","17900","22890","22950","23750","22810","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"02/06/2023","18730","17510","17410","16280","16260","16930","16360","15990","16980","16090","15380","17720","16780","14780","16510","15360","17860","19880","19180","18730","18190","16930","21450","18160","19030","18850","17640","20090","18150","17900","22300","22090","23200","22740","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"03/06/2023","18650","17570","17690","16580","16260","16810","16360","16200","16980","16640","15580","17780","16790","14780","16670","15360","17860","19990","19280","18570","18190","17060","21250","18160","19510","18370","17640","19970","17810","17720","22500","21500","22420","22800","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"04/06/2023","18490","17610","17590","16470","16260","16800","16360","16200","16980","17350","15580","17830","16720","14240","16420","15360","17860","19990","19370","18660","18190","16790","21170","18470","18960","18230","17640","20180","18230","17530","22440","22370","23200","22740","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"05/06/2023","18830","17670","17610","16270","16260","16810","16360","16290","16940","16830","15580","17710","16670","14580","16550","15360","17860","19900","19530","18500","18190","16730","21250","18160","18500","18620","17550","20110","18570","17530","22250","22370","23420","22740","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"06/06/2023","18730","17390","17500","16270","16260","16810","16270","16200","16940","17350","15580","17820","16780","14580","16570","15360","17860","19900","19480","18680","18190","16970","20790","18200","18960","18620","17640","20190","18570","17530","21760","21910","23420","22720","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"07/06/2023","18780","17510","17300","16230","16260","16740","16270","16200","16940","16830","15580","17820","16820","14580","16550","15360","17860","19800","19220","18730","18190","16740","21090","18160","18620","18690","17520","19970","18570","17530","22330","22610","23630","22550","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"08/06/2023","18630","17790","17630","16280","16260","16930","16020","16240","16940","15730","15580","18030","16690","14580","16610","15360","17860","19800","19360","18600","18190","16520","21300","17710","18560","18580","17720","20270","18570","17530","21860","21880","23420","22660","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"09/06/2023","19260","17750","17370","16340","16260","16810","16270","16270","16790","16460","15690","17860","16780","14680","16560","15480","17860","19900","19230","18830","18190","16970","21450","18470","18560","18610","17630","20220","18570","17530","21420","22360","23420","22660","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"10/06/2023","18540","17740","17380","16280","16260","16870","16270","16330","16790","15730","15580","17780","16800","14680","16380","15360","17970","19900","19180","18770","18190","17070","21380","18190","18560","18050","17710","20380","18570","17530","22310","22440","23200","22360","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"11/06/2023","19120","17400","17390","16160","16260","16870","16120","16360","16760","16830","15470","17880","16800","14680","16440","15470","17970","19900","19320","18790","18190","16970","20600","17940","18560","18410","17710","20410","18490","17530","22340","21550","23410","22870","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"12/06/2023","18680","17780","17660","15990","16130","16870","16220","16340","16790","16830","15580","17850","16710","14680","16490","15090","17970","19900","18760","18760","18260","17220","21230","17940","18560","18530","17560","20210","18570","17530","21730","21880","23920","22920","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"13/06/2023","18650","17760","17440","16150","16130","16680","16240","16300","16790","16010","15690","17780","16670","14680","16610","15360","17970","19900","19220","18790","18260","17010","20940","17940","18560","18520","17810","20200","18570","17530","21010","21690","23480","22870","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"14/06/2023","18430","17740","17600","16260","16130","16870","16220","16330","16790","16750","15580","17840","16530","14580","16650","15360","17970","19900","19430","18840","18030","16860","20930","17940","18490","18520","17750","20240","18300","17530","21670","21660","23420","22870","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"15/06/2023","18180","17780","17390","16150","16130","16690","16220","16270","16650","16750","15690","17590","16550","14480","16590","15360","17970","19900","19540","18770","18030","17010","20740","17940","18490","18040","17750","20000","18460","17530","21610","22150","23950","22130","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"16/06/2023","18290","17720","17210","16150","16080","16580","16220","16330","16590","16750","15580","17680","16530","14580","16710","15360","17910","19900","19230","18850","18030","16760","20840","17940","18410","18900","17750","20130","18230","17530","21530","21760","23420","22940","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"17/06/2023","18500","17910","17150","16330","16140","16770","16220","16290","16650","17410","15690","17980","16690","14780","16610","15360","17970","19900","19190","18850","18030","17050","20930","17940","18490","18610","17750","20290","18180","17530","21490","21880","24150","23160","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"18/06/2023","18320","17760","17160","15990","16140","16670","16220","16330","16650","16750","15610","17850","16630","14970","16570","15360","17860","19900","19080","18770","18030","17010","20930","18470","18260","18030","17630","20080","18150","17530","20470","21760","23410","24080","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"19/06/2023","18480","17750","17250","16130","16200","16660","16220","16310","16650","16690","15690","17850","16570","14970","16640","15480","17520","19900","19210","18930","18030","17050","20940","17940","18260","18520","17730","20170","18480","17530","21650","21880","23950","23560","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"20/06/2023","18270","17750","17200","16040","16030","16660","16220","16330","16490","16810","15180","17850","16680","14970","16580","15360","17750","19900","18990","18850","18030","16370","20720","17940","18200","18520","17770","20510","18480","17530","21640","21890","23200","22630","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"21/06/2023","18520","17730","17110","16360","15980","16600","15930","16300","16590","16690","14990","17860","16580","14700","16680","15120","17860","19900","19600","18490","17960","17090","20770","18470","18220","18400","17770","20220","18370","17530","21950","21320","23790","22870","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"22/06/2023","18580","17860","17050","16240","16090","16600","16040","16160","16650","16480","14990","17860","16530","14800","16580","15120","17640","19890","19150","18510","17960","17050","21050","17940","18390","18520","17770","20030","18250","17530","21670","21660","22230","22790","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"23/06/2023","18480","17460","17090","16090","16090","16480","15930","16350","16650","15560","14990","17880","16520","14800","16600","15240","17860","19680","19130","18600","17960","17010","20930","17940","18450","18520","17730","20270","18250","17530","21690","20370","22910","23240","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"24/06/2023","18500","17640","17840","16250","16090","16480","15930","16090","16650","17030","14990","17780","16650","14390","16620","15240","17970","19900","19360","18600","17960","16940","20620","18190","18490","18520","17810","20230","18380","17330","21450","22020","23410","23140","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"25/06/2023","18500","17740","17040","16000","16090","16480","15930","16040","16650","16360","14990","17900","16560","14700","16560","15240","17860","19900","19180","18690","17850","17820","20820","17940","18270","18520","17810","20230","18380","17530","21810","21880","23410","23130","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"26/06/2023","18760","17370","17090","16090","16090","16510","15930","16100","16650","17230","14990","17680","16620","14700","16570","15240","17860","19900","19210","18710","17850","16730","20550","17940","18390","18440","17720","20080","18380","17530","22920","21200","23420","23040","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"27/06/2023","18440","17670","17130","16240","16090","16510","15920","16100","16650","17190","14990","17900","16480","14700","16520","15240","17760","19500","19100","18610","17710","16990","20770","17940","18390","18110","17850","20110","18330","17530","21280","21690","22420","23460","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"28/06/2023","18510","17770","16900","16360","16090","16570","15990","16160","16650","15940","14990","17880","16710","14700","16500","15350","17650","19700","19130","18640","17710","16950","20930","17940","18260","18320","17600","20230","18240","17530","21640","21920","23540","23460","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"29/06/2023","17790","17790","17130","16190","16310","16620","16110","16120","16710","15950","14980","17930","16550","14520","16540","15240","17650","19980","18930","18810","17710","16960","21620","18470","18110","18100","18080","20360","18160","18500","21600","20250","23070","23590","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"30/06/2023","17930","17700","17010","16400","16090","16510","15990","16130","16230","15560","14990","17890","16640","14800","16550","15240","17760","19730","18880","18530","17710","16880","20930","17940","18260","18040","17660","20050","18090","17250","21400","22500","22420","22670","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"01/07/2023","18740","17760","17080","16340","16090","16510","15990","16130","16710","15560","14990","17830","16750","14700","16470","15240","17650","19790","18960","18520","17710","17260","21040","17940","18260","17770","17810","19900","18010","17540","21810","22150","22830","22750","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"02/07/2023","18530","17730","17030","16450","15970","16450","15790","16290","16760","15940","14990","17850","16500","14720","16510","15120","17760","19700","18700","18600","17850","16990","20830","17940","18190","18530","17600","20020","18090","17450","22630","22150","23540","23080","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"03/07/2023","18400","17830","16950","16230","15970","16390","15790","16090","16490","16690","14990","17840","16570","14720","16530","15120","17540","19650","18770","18510","17780","16990","20920","18160","18130","18530","17690","20020","18090","17450","21570","22150","22710","23570","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"04/07/2023","18660","17750","17080","16150","15850","16410","15990","16100","16560","17050","14990","17900","16480","14600","16440","15120","17650","19640","18670","18480","17780","16990","20830","18160","18120","18530","17620","20020","18090","17450","21710","22150","23520","23570","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"05/07/2023","18320","17800","17160","15920","15970","16180","15990","16060","16650","16650","14990","17870","16640","14700","16570","15120","17650","19230","18840","18360","17780","16690","20630","18160","18130","18680","17750","20040","17810","17450","21850","21930","23720","23570","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"06/07/2023","18240","17340","16950","16230","15970","16290","15990","16100","16560","16840","14990","17870","16670","14700","16610","15120","17610","19730","19030","18270","17780","16930","20990","18160","18050","18680","17650","20050","17610","17530","21320","22420","23200","23310","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"07/07/2023","17790","17820","16790","16250","15970","16290","15990","16180","16560","16840","14990","17890","16700","14480","16510","15240","17650","19500","18470","18290","17620","16710","20320","18160","18050","18680","17650","20050","17480","17530","21070","22420","23310","23170","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"08/07/2023","18370","17740","16970","16300","15970","16330","16090","16030","16420","16650","14980","17710","16540","14700","16550","15240","17650","19730","18770","18290","17860","16770","20270","18160","17990","18360","17670","20040","17510","17530","21680","22050","23540","23170","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"09/07/2023","18140","17730","16810","16300","15970","16360","16090","15960","16420","16840","14980","17560","16520","14700","16520","15240","17610","19730","18970","18110","17860","17000","20940","18470","18050","18570","17730","19980","17510","17530","21500","21320","23980","23170","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"10/07/2023","18170","17660","17060","16180","15970","16260","16090","15930","16420","16840","14990","17870","16670","14700","16550","15240","17650","19730","18610","18410","17860","16930","20780","18160","18050","18680","17710","19650","17450","17530","21090","22350","23520","23170","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"11/07/2023","18170","17510","16860","16270","15970","16270","16090","16030","16560","16840","14990","17870","16600","14640","16440","15240","17420","19720","18690","18390","17780","16710","20950","18160","18050","18680","17710","20150","17450","17530","21260","22470","23160","22110","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"12/07/2023","18090","17690","16930","16250","15970","16290","15980","16000","16270","16680","14980","17800","16590","14910","16470","15120","17870","19720","18070","18620","17720","17410","20780","18160","17850","18590","17520","20140","17530","17530","21220","21450","23420","24030","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"13/07/2023","17870","17520","16920","16370","15970","16300","15980","15840","16410","16470","15490","17800","16640","14910","16500","15240","17770","19730","18840","18640","17720","17000","20950","18160","18050","18590","17480","20010","17460","17530","21230","21450","23790","22940","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"14/07/2023","18060","17400","16820","16110","15970","16420","15980","16000","16330","16680","14980","17660","16610","14910","16490","15120","17650","19640","18830","18730","17640","16930","20900","18160","17920","18110","17570","20010","17460","17530","21280","22140","23420","22600","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"15/07/2023","17820","17370","16990","16250","15970","16420","15980","16000","16280","16680","14980","17790","16580","14910","16560","15240","17650","19730","18410","18570","17640","16840","20830","18160","17920","18590","17440","20410","17380","17530","21030","21890","25070","23540","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
